ORF,Ribo_Prints,RNA_Prints,length
ENST00000392320,9.301893173,0.154862123,2560
ENST00000376925,0,0.155067647,793
ENST00000293230,100.9953076,0.155206468,1962
ENST00000330889,46.97366341,0.155292584,2669
ENST00000253110,0,0.155470653,1928
ENST00000374412,0,0.156067434,2334
ENST00000397298,405.9282316,0.156098778,673
ENST00000272252,0,0.156485352,2277
ENST00000559279,0,0.156597959,3129
ENST00000321826,0,0.157093048,1788
ENST00000255465,24.59646349,0.157174315,1730
ENST00000395326,0,0.157378906,2774
ENST00000467331,0,0.157467152,1938
ENST00000278671,78.43292923,0.157679897,1089
ENST00000407689,91.73147543,0.157879021,1501
ENST00000406870,0,0.158131559,3306
ENST00000275605,0,0.158134253,1974
ENST00000370017,0,0.158312694,3090
ENST00000297205,0,0.158489769,1219
ENST00000256897,0,0.158570722,1280
ENST00000283141,0,0.158657876,2909
ENST00000299022,0,0.158796874,2559
ENST00000299759,714.118262,0.158851809,1460
ENST00000358321,0,0.159076446,3172
ENST00000375341,134.8050081,0.159340693,3139
ENST00000228606,0,0.159420153,2372
ENST00000278742,0,0.159423799,3305
ENST00000462322,0,0.159825356,969
ENST00000427482,0,0.160030022,1693
ENST00000258930,33.39557808,0.160135312,1499
ENST00000246112,11.89654515,0.160712489,1977
ENST00000393545,0,0.160820813,2000
ENST00000395743,0,0.160829922,2653
ENST00000443173,0,0.161083711,3614
ENST00000334379,0,0.161426841,1843
ENST00000314289,0,0.161479173,2921
ENST00000313117,264.4813348,0.161589316,2356
ENST00000605788,0,0.161637371,3723
ENST00000279451,0,0.161790694,4244
ENST00000360039,0,0.161829192,2405
ENST00000393703,0,0.162022967,1697
ENST00000537686,0,0.162404378,3871
ENST00000337080,174.8422667,0.162434889,1943
ENST00000295757,56.03262844,0.162579438,2819
ENST00000334049,0,0.162665528,6227
ENST00000376687,0,0.162684116,2736
ENST00000242592,136.8893777,0.162744766,1859
ENST00000409678,26.3850838,0.162941694,2223
ENST00000287590,151.8855335,0.16301869,3539
ENST00000215941,398.8145669,0.163129336,2087
ENST00000219271,32.43216853,0.163159829,4062
ENST00000254691,0,0.163310164,4038
ENST00000052754,0,0.163411453,6850
ENST00000261917,0,0.163484169,6922
ENST00000318833,0,0.163530008,4987
ENST00000369550,20.01183485,0.16355692,2469
ENST00000222002,0,0.163580424,1904
ENST00000304593,0,0.163640915,1921
ENST00000602296,0,0.16367547,1326
ENST00000266546,0,0.163695202,4013
ENST00000617516,0,0.163714018,1474
ENST00000489711,153.6799765,0.163910526,5447
ENST00000379818,168.366024,0.163915789,398
ENST00000319349,150.3105523,0.164104928,2335
ENST00000373467,0,0.164199146,1412
ENST00000340487,6.325160083,0.164412458,1279
ENST00000288111,0,0.164597983,1427
ENST00000309061,379.334719,0.164651971,2038
ENST00000380743,0,0.164709724,1482
ENST00000418107,0,0.164723567,1348
ENST00000382722,14.73103487,0.164787066,5285
ENST00000370664,641.2447429,0.164807444,1647
ENST00000378961,13.50934819,0.16482008,2462
ENST00000222284,63.88277076,0.164824697,868
ENST00000447712,0,0.164837667,5697
ENST00000198536,0,0.164873901,1271
ENST00000259030,0,0.164889093,1501
ENST00000378743,0,0.164899845,7037
ENST00000319023,66.65991005,0.16492447,2679
ENST00000267396,0,0.164941021,1858
ENST00000315190,0,0.164962363,3099
ENST00000438763,0,0.164987737,1326
ENST00000377045,27.01341175,0.165155189,2378
ENST00000278426,77.39870359,0.16519176,2514
ENST00000372237,200.2547344,0.16524262,2236
ENST00000334186,20.8645252,0.165301047,4583
ENST00000221922,122.739805,0.165328137,2027
ENST00000321256,0,0.165359349,2101
ENST00000586582,105.5633288,0.165400656,3862
ENST00000408901,0,0.165483913,1108
ENST00000262493,0,0.165560297,3182
ENST00000302495,0,0.165577732,2032
ENST00000360215,0,0.165624923,2084
ENST00000283228,21.73089804,0.165777161,3427
ENST00000263851,0,0.165777441,2016
ENST00000337975,48.25301552,0.165805274,3650
ENST00000474125,0,0.165820625,4306
ENST00000300784,99.62954644,0.165830426,1393
ENST00000237353,0,0.165871166,3427
ENST00000350119,0,0.165930388,2013
ENST00000286479,0,0.165933443,1285
ENST00000300849,0,0.165952144,2685
ENST00000295314,0,0.165995512,1232
ENST00000416007,0,0.16604988,1603
ENST00000289575,16.76739223,0.166152914,4374
ENST00000372706,0,0.166251751,2796
ENST00000306999,0,0.16630153,2489
ENST00000526025,0,0.16632992,1025
ENST00000329597,0,0.166401509,2278
ENST00000357052,148.2923565,0.166404028,1159
ENST00000316308,0,0.166456806,2504
ENST00000302243,31.57202183,0.1664962,2923
ENST00000618742,0,0.166524628,4773
ENST00000344924,0,0.166621234,1711
ENST00000357440,18.53091527,0.166704942,2455
ENST00000264192,0,0.166707887,2207
ENST00000310614,0,0.166710247,1500
ENST00000617716,0,0.166736398,3188
ENST00000373953,0,0.166751495,2653
ENST00000367362,0,0.166784195,4969
ENST00000331410,0,0.166789268,1616
ENST00000362061,0,0.166890638,6028
ENST00000222256,51.09371054,0.167136188,1496
ENST00000430223,0,0.167142151,4402
ENST00000372853,988.9708059,0.167168229,2595
ENST00000334018,13.05572151,0.167176085,2128
ENST00000342679,17.6702462,0.167227389,2256
ENST00000388825,0,0.16726785,1603
ENST00000266505,0,0.167293888,2105
ENST00000215061,64.43161168,0.167396511,1111
ENST00000391971,0,0.16741551,3251
ENST00000297623,0,0.167448349,1129
ENST00000266971,0,0.167461713,2319
ENST00000359634,0,0.16750364,5222
ENST00000397712,0,0.167542767,3014
ENST00000296046,0,0.167572868,1762
ENST00000298717,0,0.167746085,1980
ENST00000297324,0,0.167757811,1420
ENST00000376372,0,0.167771615,1598
ENST00000249442,68.8100134,0.16783273,1341
ENST00000325351,143.1220772,0.167839357,1987
ENST00000268704,26.20245642,0.167936402,3026
ENST00000374045,0,0.168056295,6583
ENST00000597582,0,0.168110309,1939
ENST00000377276,0,0.168164947,1585
ENST00000332512,0,0.168165329,3831
ENST00000378993,0,0.168290517,3615
ENST00000323468,445.8703294,0.168375494,4253
ENST00000315792,359.5983527,0.168409361,1829
ENST00000323469,0,0.168417859,3378
ENST00000442455,0,0.168418247,2791
ENST00000361421,42.12223502,0.168438449,4076
ENST00000259895,0,0.168448262,1712
ENST00000372040,20.91847884,0.16846963,1954
ENST00000374662,45.76356657,0.16846963,977
ENST00000215743,15.94743927,0.168475877,2261
ENST00000333141,0,0.168493334,4710
ENST00000323249,36.70623709,0.168519729,1461
ENST00000372994,462.402434,0.168556452,704
ENST00000371347,0,0.168579563,2926
ENST00000300249,70.01701402,0.16858991,4212
ENST00000357775,0,0.168600023,2795
ENST00000309931,0,0.168607457,1683
ENST00000297405,0,0.168643945,13052
ENST00000253047,514.8602807,0.168651428,655
ENST00000368680,0,0.168655987,4185
ENST00000393975,53.69569337,0.168660495,2385
ENST00000221232,0,0.168676166,2818
ENST00000244289,0,0.168696604,3768
ENST00000623960,0,0.168782057,3237
ENST00000056217,0,0.168802184,5482
ENST00000361114,0,0.168848728,2357
ENST00000367288,0,0.168862279,3927
ENST00000283303,0,0.168875688,3128
ENST00000381125,55.18538265,0.16891027,2626
ENST00000619701,0,0.16893859,3812
ENST00000370377,64.14740156,0.168958708,3567
ENST00000301215,82.88785155,0.168971506,3982
ENST00000379215,76.63391882,0.169054907,1633
ENST00000614766,76.42827846,0.16905658,1839
ENST00000332235,0,0.16907456,3099
ENST00000255613,65.42500495,0.169084063,2286
ENST00000219478,92.31146347,0.169085471,5824
ENST00000216085,144.2543897,0.169093628,1777
ENST00000265433,0,0.1691015,4622
ENST00000311034,0,0.169109098,3272
ENST00000260187,0,0.169110303,3697
ENST00000328963,0,0.169123589,5113
ENST00000307588,0,0.169179722,2872
ENST00000194155,0,0.169180436,4089
ENST00000336138,539.0532622,0.169199905,2239
ENST00000282611,0,0.16921273,1355
ENST00000392011,0,0.169265144,5150
ENST00000614032,46.17513052,0.16927819,2953
ENST00000274093,0,0.169290321,8697
ENST00000302628,0,0.169313929,1454
ENST00000445902,19.85836792,0.169327148,2936
ENST00000293805,0,0.169366732,3527
ENST00000240306,0,0.169368432,2018
ENST00000376734,0,0.169374347,2027
ENST00000359120,0,0.169414181,3004
ENST00000374434,0,0.169417135,5760
ENST00000299798,22.49545033,0.169431872,3708
ENST00000550916,0,0.169468091,2590
ENST00000306100,0,0.169474511,4796
ENST00000334456,0,0.169484862,4284
ENST00000304195,0,0.16951886,5260
ENST00000416505,9.896352491,0.169526973,4008
ENST00000187762,51.8024561,0.169551307,2631
ENST00000621161,0,0.169583507,8571
ENST00000371253,0,0.169587371,5432
ENST00000450689,0,0.169588357,6796
ENST00000370425,0,0.169603453,4899
ENST00000536300,0,0.169646566,3824
ENST00000445355,0,0.169670053,3259
ENST00000266674,0,0.16967466,4583
ENST00000242839,0,0.169682602,6598
ENST00000400227,0,0.169686342,1490
ENST00000268130,0,0.169719198,2395
ENST00000332439,332.5729609,0.169738302,3489
ENST00000335181,0,0.169753896,2305
ENST00000274565,0,0.169791843,554
ENST00000339818,259.2908837,0.169793902,2221
ENST00000392379,272.8958085,0.169796597,3527
ENST00000292841,0,0.169800093,8572
ENST00000395891,0,0.169848843,9453
ENST00000395748,46.14470411,0.169885271,1234
ENST00000439326,0,0.169886103,6588
ENST00000359366,0,0.169918516,2572
ENST00000372469,53.69674075,0.169930006,1305
ENST00000350537,0,0.169983872,5842
ENST00000315677,0,0.169996058,6655
ENST00000261937,27.12531853,0.170011776,5833
ENST00000263379,365.934884,0.170019688,2950
ENST00000314583,0,0.170028448,1992
ENST00000256389,0,0.170039442,2784
ENST00000320767,0,0.170051667,1289
ENST00000245564,0,0.170079289,2422
ENST00000382159,0,0.170102769,4193
ENST00000423313,0,0.170112831,4548
ENST00000601372,0,0.170128661,7008
ENST00000361910,0,0.170156435,1840
ENST00000328078,0,0.170163483,2485
ENST00000379446,13.25745954,0.170184407,4522
ENST00000380044,285.0991836,0.170201707,1002
ENST00000261883,0,0.170201707,5678
ENST00000360256,14.27139135,0.170202495,9032
ENST00000319580,0,0.170217273,3101
ENST00000378546,0,0.170242949,727
ENST00000356766,0,0.170245233,5114
ENST00000340556,0,0.170250534,739
ENST00000371980,67.95254476,0.170250907,1849
ENST00000317683,70.10950678,0.170256215,2993
ENST00000263370,87.29787667,0.170257408,3376
ENST00000563924,0,0.170261461,6813
ENST00000302101,0,0.170311657,2557
ENST00000268766,71.57506971,0.170329922,3573
ENST00000510439,0,0.170337172,4553
ENST00000532828,0,0.170353927,6197
ENST00000215375,3171.479608,0.170368843,995
ENST00000322008,0,0.170380457,1545
ENST00000341223,0,0.170384156,3125
ENST00000344408,0,0.170400202,4382
ENST00000367042,0,0.170403335,3320
ENST00000533475,53.18315031,0.170406179,1117
ENST00000288943,50.06212851,0.170407896,1685
ENST00000606888,0,0.170427798,3607
ENST00000505059,0,0.170431439,609
ENST00000468577,0,0.170433262,1839
ENST00000335670,0,0.170443671,10827
ENST00000380094,43.23351726,0.170461898,2734
ENST00000397545,25.17790011,0.170472759,4288
ENST00000624697,8888.804009,0.170494655,787
ENST00000341901,20.23795559,0.170506111,4986
ENST00000343410,13.8308634,0.170512406,2572
ENST00000458626,0,0.170545795,4122
ENST00000370328,0,0.170548814,3149
ENST00000583866,0,0.170554221,13030
ENST00000583535,0,0.170569906,6032
ENST00000238667,0,0.170570287,3629
ENST00000409414,0,0.170579673,1296
ENST00000423059,17.47688086,0.170583216,10655
ENST00000299667,0,0.170589313,2797
ENST00000410061,0,0.170600261,3073
ENST00000299575,0,0.170606434,4881
ENST00000297267,0,0.170607074,6548
ENST00000396878,115.5925746,0.170608238,3311
ENST00000289734,0,0.170608418,8292
ENST00000433389,0,0.17062073,3768
ENST00000373765,0,0.170622195,3830
ENST00000265022,0,0.17062307,5802
ENST00000372281,52.58799631,0.170627693,2041
ENST00000366898,0,0.170629613,4178
ENST00000479764,0,0.170666251,3789
ENST00000262903,0,0.170673987,4575
ENST00000267889,24.46689211,0.170684226,12612
ENST00000475668,5.733740791,0.170711293,9172
ENST00000426543,7.29761999,0.170711293,1976
ENST00000355560,7.341075542,0.170711293,2120
ENST00000218516,7.511971319,0.170711293,1318
ENST00000383237,7.733015104,0.170711293,674
ENST00000394689,8.044063751,0.170711293,2145
ENST00000557515,8.134817733,0.170711293,2751
ENST00000401525,8.336574691,0.170711293,2112
ENST00000397111,8.776846343,0.170711293,2685
ENST00000331559,8.962818282,0.170711293,2104
ENST00000396801,8.971854869,0.170711293,3008
ENST00000485376,9.007967165,0.170711293,2973
ENST00000383789,10.13237235,0.170711293,1413
ENST00000614355,10.17865775,0.170711293,6977
ENST00000343231,10.51899362,0.170711293,1308
ENST00000618718,11.49683154,0.170711293,901
ENST00000374599,11.92868445,0.170711293,4841
ENST00000266679,12.01382974,0.170711293,2229
ENST00000492600,12.39626152,0.170711293,935
ENST00000394673,12.4682787,0.170711293,2124
ENST00000510515,13.61525873,0.170711293,1886
ENST00000372645,14.15559145,0.170711293,913
ENST00000255622,14.28432846,0.170711293,3280
ENST00000590986,14.77554116,0.170711293,3003
ENST00000355114,14.81112792,0.170711293,2519
ENST00000333201,14.86893383,0.170711293,4916
ENST00000456013,14.90556539,0.170711293,2389
ENST00000584347,14.91321526,0.170711293,799
ENST00000560403,15.91136688,0.170711293,872
ENST00000265460,16.38795281,0.170711293,5745
ENST00000355716,16.39381635,0.170711293,1707
ENST00000313093,16.69665097,0.170711293,4273
ENST00000309032,17.52488444,0.170711293,929
ENST00000370715,17.62713498,0.170711293,5585
ENST00000429907,17.83017477,0.170711293,925
ENST00000512028,19.13175473,0.170711293,667
ENST00000252992,19.18336459,0.170711293,3935
ENST00000242729,19.7454355,0.170711293,2788
ENST00000595948,19.98419203,0.170711293,2407
ENST00000348160,20.19760527,0.170711293,1752
ENST00000346226,20.57487511,0.170711293,2401
ENST00000446879,20.59928683,0.170711293,1582
ENST00000409224,22.06198376,0.170711293,1683
ENST00000485616,22.07405647,0.170711293,2437
ENST00000381280,22.95808774,0.170711293,3666
ENST00000524270,22.98203708,0.170711293,1236
ENST00000380059,23.25438625,0.170711293,3229
ENST00000410047,23.27199231,0.170711293,1233
ENST00000357560,24.37740425,0.170711293,2218
ENST00000395629,25.46852782,0.170711293,3180
ENST00000379020,25.87985152,0.170711293,2252
ENST00000562879,26.17008785,0.170711293,958
ENST00000611517,26.69200817,0.170711293,1613
ENST00000373593,26.98141521,0.170711293,1411
ENST00000369039,27.10296403,0.170711293,4319
ENST00000359930,27.62676721,0.170711293,4915
ENST00000286234,27.8814659,0.170711293,2569
ENST00000392807,27.96561513,0.170711293,1069
ENST00000541279,29.07577906,0.170711293,764
ENST00000546378,29.15480865,0.170711293,3261
ENST00000360631,29.40837915,0.170711293,8007
ENST00000614462,29.42131148,0.170711293,734
ENST00000312189,31.44726074,0.170711293,836
ENST00000519961,32.02429061,0.170711293,3928
ENST00000402554,32.33710424,0.170711293,1858
ENST00000353555,32.65517776,0.170711293,1616
ENST00000379409,33.18499722,0.170711293,2455
ENST00000429576,33.48579307,0.170711293,3159
ENST00000571980,33.86922936,0.170711293,984
ENST00000360304,34.06697871,0.170711293,7738
ENST00000624358,34.06940831,0.170711293,4208
ENST00000383738,35.95067784,0.170711293,4161
ENST00000395348,36.43556099,0.170711293,4178
ENST00000622406,36.79439311,0.170711293,1937
ENST00000381333,36.85124592,0.170711293,2035
ENST00000418703,38.49422717,0.170711293,3247
ENST00000406397,38.77627793,0.170711293,2725
ENST00000539247,38.98149343,0.170711293,1928
ENST00000506397,39.53969453,0.170711293,549
ENST00000377810,40.18470164,0.170711293,4560
ENST00000489805,41.71515002,0.170711293,2739
ENST00000376237,43.61341113,0.170711293,1538
ENST00000420978,44.80256481,0.170711293,2621
ENST00000373616,45.89361552,0.170711293,2006
ENST00000369102,46.69945505,0.170711293,1251
ENST00000371467,46.78618757,0.170711293,1314
ENST00000334513,48.39919162,0.170711293,1473
ENST00000443053,48.53994711,0.170711293,2167
ENST00000529844,48.83064592,0.170711293,1781
ENST00000550797,50.40100008,0.170711293,1261
ENST00000554144,51.38406603,0.170711293,1672
ENST00000409056,52.24574406,0.170711293,3364
ENST00000569360,52.36883153,0.170711293,1515
ENST00000579374,52.44919599,0.170711293,690
ENST00000372227,53.43942239,0.170711293,2505
ENST00000393375,54.79051537,0.170711293,1210
ENST00000614244,55.36353763,0.170711293,2356
ENST00000524104,56.2475237,0.170711293,2173
ENST00000325017,56.41387587,0.170711293,906
ENST00000602117,57.10147409,0.170711293,1667
ENST00000399697,57.44181575,0.170711293,2036
ENST00000359875,57.78146424,0.170711293,898
ENST00000269392,58.04787352,0.170711293,3673
ENST00000368406,58.62476499,0.170711293,1444
ENST00000372397,58.89329379,0.170711293,2027
ENST00000306329,59.24885886,0.170711293,5718
ENST00000412356,59.30467676,0.170711293,1334
ENST00000392449,59.92656441,0.170711293,1456
ENST00000561976,60.8222921,0.170711293,2791
ENST00000264218,61.17130621,0.170711293,816
ENST00000538517,62.58331801,0.170711293,2744
ENST00000457607,63.5999325,0.170711293,3748
ENST00000409960,63.76836916,0.170711293,1032
ENST00000382263,64.03383674,0.170711293,4151
ENST00000361566,64.1817098,0.170711293,1390
ENST00000532205,64.34423643,0.170711293,2865
ENST00000341426,64.39382594,0.170711293,3235
ENST00000525074,65.94829312,0.170711293,3044
ENST00000311669,67.24436476,0.170711293,2557
ENST00000292539,67.24516168,0.170711293,2722
ENST00000519357,67.97090095,0.170711293,1496
ENST00000164247,68.54369623,0.170711293,4273
ENST00000349459,69.63297815,0.170711293,2783
ENST00000382448,69.73854569,0.170711293,3331
ENST00000402752,71.75053655,0.170711293,1132
ENST00000622860,72.22103986,0.170711293,2370
ENST00000588790,72.98213998,0.170711293,1408
ENST00000610292,73.61384762,0.170711293,2639
ENST00000307106,74.44789586,0.170711293,274
ENST00000486064,75.13852503,0.170711293,2654
ENST00000301329,75.6977933,0.170711293,2059
ENST00000371691,76.16432043,0.170711293,2410
ENST00000367006,78.64197075,0.170711293,2525
ENST00000486393,79.35227692,0.170711293,2019
ENST00000379108,82.21258964,0.170711293,1865
ENST00000369833,82.29064482,0.170711293,3990
ENST00000370453,83.14840498,0.170711293,654
ENST00000353341,83.49100467,0.170711293,1585
ENST00000621293,86.41755627,0.170711293,1868
ENST00000589261,87.76050038,0.170711293,2024
ENST00000423591,94.70167911,0.170711293,1800
ENST00000526691,96.65165532,0.170711293,3974
ENST00000360370,97.58964165,0.170711293,2169
ENST00000598494,98.04813108,0.170711293,1443
ENST00000349264,101.2072086,0.170711293,732
ENST00000477278,101.5519616,0.170711293,2728
ENST00000239316,104.3350009,0.170711293,1952
ENST00000229794,105.5304962,0.170711293,3779
ENST00000555003,105.8435871,0.170711293,3008
ENST00000379056,108.4204529,0.170711293,1101
ENST00000315731,110.110255,0.170711293,680
ENST00000304189,110.5230005,0.170711293,1856
ENST00000511860,114.2359073,0.170711293,869
ENST00000427167,119.6425555,0.170711293,785
ENST00000580541,120.7155567,0.170711293,689
ENST00000520452,121.167694,0.170711293,895
ENST00000545748,123.9236331,0.170711293,3511
ENST00000353609,124.4676603,0.170711293,3775
ENST00000260599,126.7593096,0.170711293,2411
ENST00000589710,128.1798522,0.170711293,1835
ENST00000547076,129.4078512,0.170711293,837
ENST00000371789,129.5931601,0.170711293,1278
ENST00000532681,129.960231,0.170711293,1639
ENST00000593690,130.253394,0.170711293,3025
ENST00000540581,131.0064548,0.170711293,2880
ENST00000219066,133.4680862,0.170711293,1067
ENST00000466675,133.9582687,0.170711293,1618
ENST00000401406,134.7294027,0.170711293,584
ENST00000406041,135.7636321,0.170711293,1913
ENST00000256644,139.8976674,0.170711293,868
ENST00000403581,145.1237873,0.170711293,2279
ENST00000476477,145.4660734,0.170711293,1676
ENST00000482525,157.4707449,0.170711293,1589
ENST00000466521,158.7834392,0.170711293,1878
ENST00000417270,165.8449546,0.170711293,2527
ENST00000441779,174.2171314,0.170711293,1914
ENST00000323205,175.5765997,0.170711293,1656
ENST00000617991,178.328542,0.170711293,3014
ENST00000458362,178.5048132,0.170711293,2253
ENST00000597743,183.8388227,0.170711293,577
ENST00000449367,184.7449739,0.170711293,745
ENST00000567949,190.1872484,0.170711293,1905
ENST00000215115,190.2522073,0.170711293,1740
ENST00000264560,200.0978878,0.170711293,2755
ENST00000489498,206.0460487,0.170711293,2612
ENST00000372692,213.583489,0.170711293,2850
ENST00000356142,216.2024525,0.170711293,907
ENST00000588750,223.3536079,0.170711293,689
ENST00000371600,234.9681173,0.170711293,2187
ENST00000556381,244.0285515,0.170711293,804
ENST00000222800,246.4317682,0.170711293,1483
ENST00000407242,247.1743113,0.170711293,4311
ENST00000600651,251.3644094,0.170711293,1052
ENST00000591885,251.8603819,0.170711293,3599
ENST00000566693,253.8041926,0.170711293,1732
ENST00000370211,256.6035466,0.170711293,1363
ENST00000440973,273.582998,0.170711293,6466
ENST00000421333,355.5174824,0.170711293,1502
ENST00000589807,372.1496692,0.170711293,1925
ENST00000421582,386.9299684,0.170711293,1324
ENST00000302956,388.2203019,0.170711293,3273
ENST00000422177,406.4236866,0.170711293,1785
ENST00000548125,408.0897286,0.170711293,3349
ENST00000540986,410.6964517,0.170711293,3212
ENST00000617804,436.102971,0.170711293,573
ENST00000564000,537.9324259,0.170711293,1088
ENST00000274071,573.6167066,0.170711293,2987
ENST00000378331,607.2379833,0.170711293,2959
ENST00000395131,616.7929343,0.170711293,884
ENST00000601521,618.7798592,0.170711293,1203
ENST00000428040,631.5466904,0.170711293,594
ENST00000341369,672.483104,0.170711293,1212
ENST00000496424,678.1497467,0.170711293,3923
ENST00000264819,716.0432372,0.170711293,6884
ENST00000358607,815.7042513,0.170711293,839
ENST00000548547,819.7025486,0.170711293,1177
ENST00000389078,865.6706726,0.170711293,785
ENST00000510734,867.2238234,0.170711293,1489
ENST00000271411,952.4902897,0.170711293,13945
ENST00000596002,991.6521969,0.170711293,1729
ENST00000529704,1004.849457,0.170711293,1486
ENST00000252602,1035.58626,0.170711293,968
ENST00000537087,1103.282473,0.170711293,662
ENST00000549147,1273.721207,0.170711293,1229
ENST00000455976,1397.275633,0.170711293,1935
ENST00000531323,1584.154227,0.170711293,2288
ENST00000309324,2289.364921,0.170711293,896
ENST00000599870,2322.830313,0.170711293,1084
ENST00000545210,2351.279689,0.170711293,579
ENST00000602637,2398.418424,0.170711293,1462
ENST00000573331,2618.596049,0.170711293,2557
ENST00000373991,3245.367486,0.170711293,1727
ENST00000300469,3274.65596,0.170711293,1464
ENST00000565576,0,0.170711293,1148
ENST00000378239,0,0.170711293,2271
ENST00000328724,0,0.170711293,4045
ENST00000357867,0,0.170711293,7898
ENST00000538530,0,0.170711293,918
ENST00000351017,0,0.170711293,5823
ENST00000441443,0,0.170711293,3038
ENST00000414170,0,0.170711293,2968
ENST00000418299,0,0.170711293,1009
ENST00000461919,0,0.170711293,2369
ENST00000367948,0,0.170711293,1977
ENST00000549240,0,0.170711293,2503
ENST00000399201,0,0.170711293,1212
ENST00000392000,0,0.170711293,3365
ENST00000371681,0,0.170711293,2175
ENST00000534136,0,0.170711293,3217
ENST00000406548,0,0.170711293,2207
ENST00000401783,0,0.170711293,12350
ENST00000328939,0,0.170711293,2014
ENST00000568954,0,0.170711293,8317
ENST00000557894,0,0.170711293,1391
ENST00000544888,0,0.170711293,872
ENST00000424454,0,0.170711293,1330
ENST00000527359,0,0.170711293,743
ENST00000610929,0,0.170711293,1969
ENST00000380943,0,0.170711293,6410
ENST00000610907,0,0.170711293,1569
ENST00000375994,0,0.170711293,2956
ENST00000341500,0,0.170711293,8954
ENST00000392192,0,0.170711293,1333
ENST00000505986,0,0.170711293,1646
ENST00000513881,0,0.170711293,1563
ENST00000532081,0,0.170711293,774
ENST00000403435,0,0.170711293,2568
ENST00000480716,0,0.170711293,2716
ENST00000375322,0,0.170711293,932
ENST00000464951,0,0.170711293,2474
ENST00000583380,0,0.170711293,583
ENST00000514369,0,0.170711293,779
ENST00000449617,0,0.170711293,1446
ENST00000397581,0,0.170711293,3318
ENST00000280187,0,0.170711293,2854
ENST00000361115,0,0.170711293,3126
ENST00000393794,0,0.170711293,784
ENST00000370382,0,0.170711293,1616
ENST00000628419,0,0.170711293,1188
ENST00000475111,0,0.170711293,2791
ENST00000282605,0,0.170711293,2748
ENST00000322680,0,0.170711293,3818
